ROI_2001,ROI_2002,ROI_2101,ROI_2102,ROI_2111,ROI_2112,ROI_2201,ROI_2202,ROI_2211,ROI_2212,ROI_2301,ROI_2302,ROI_2311,ROI_2312,ROI_2321,ROI_2322,ROI_2331,ROI_2332,ROI_2401,ROI_2402,ROI_2501,ROI_2502,ROI_2601,ROI_2602,ROI_2611,ROI_2612,ROI_2701,ROI_2702,ROI_3001,ROI_3002,ROI_4001,ROI_4002,ROI_4011,ROI_4012,ROI_4021,ROI_4022,ROI_4101,ROI_4102,ROI_4111,ROI_4112,ROI_4201,ROI_4202,ROI_5001,ROI_5002,ROI_5011,ROI_5012,ROI_5021,ROI_5022,ROI_5101,ROI_5102,ROI_5201,ROI_5202,ROI_5301,ROI_5302,ROI_5401,ROI_5402,ROI_6001,ROI_6002,ROI_6101,ROI_6102,ROI_6201,ROI_6202,ROI_6211,ROI_6212,ROI_6221,ROI_6222,ROI_6301,ROI_6302,ROI_6401,ROI_6402,ROI_7001,ROI_7002,ROI_7011,ROI_7012,ROI_7021,ROI_7022,ROI_7101,ROI_7102,ROI_8101,ROI_8102,ROI_8111,ROI_8112,ROI_8121,ROI_8122,ROI_8201,ROI_8202,ROI_8211,ROI_8212,ROI_8301,ROI_8302,ROI_9001,ROI_9002,ROI_9011,ROI_9012,ROI_9021,ROI_9022,ROI_9031,ROI_9032,ROI_9041,ROI_9042,ROI_9051,ROI_9052,ROI_9061,ROI_9062,ROI_9071,ROI_9072,ROI_9081,ROI_9082,ROI_9100,ROI_9110,ROI_9120,ROI_9130,ROI_9140,ROI_9150,ROI_9160,ROI_9170
891.205495147525,884.0064990472312,940.8159886789946,905.7708122435794,537.7845799113429,402.2332928787385,1011.0142321704496,918.3690499936773,846.7566925749487,566.8882609644875,853.0358481678536,777.4428280028086,971.2941073226274,756.5247154390281,861.4670569481541,667.8329806126673,830.7951778032203,835.5601939465912,872.3948282117587,856.5532557296752,507.62707093026904,407.3381181716919,835.5005077304262,840.1838085689242,626.9921166385031,685.9200460413,551.7552848731615,376.34943999184503,894.6690808422161,882.6952766324267,1007.9566494999282,992.939087524414,897.2784866074385,861.599381374783,709.655880538277,733.0228745793722,714.7829746800898,689.3650640558313,582.6043368237359,534.1453714120701,689.8304871105757,702.7070355415344,655.7122007698293,716.2296134600707,781.3249561208869,723.8480668625637,661.2119654801267,599.4984595725587,831.0880742288405,620.2158992213588,850.0481453555584,641.4642738192614,670.5728878654172,562.2659620911468,604.1289840803265,526.6284203427903,936.9864535880115,942.728323051223,1026.3623792718347,862.9984280689572,977.6203099590799,900.4147445484273,812.0586806422709,962.8068923989441,813.0526118136164,655.1966264284858,927.3128589051493,873.7467305763043,959.9538652942439,921.4225234563838,964.7245426349812,904.9456193017178,714.7094191804938,769.5649242318553,536.5187703008237,561.4161407040878,784.9535326097832,767.1362454109667,849.2926765604223,850.9335932050433,774.8580480699795,793.183665810369,745.7857024256389,636.7926249949137,687.2035854173652,691.4243771554399,699.1485924664665,601.0624007214708,469.08862554033595,432.1765838459365,561.7810885301066,484.5605002733568,61.07221995038412,98.43258262203793,764.6646219889323,752.7184158583818,797.358849555254,772.0574154745939,764.4418699080101,709.7339719758348,40.07476650500719,2.707639179875453,54.93397369444203,56.73502740409624,202.4158191150893,184.05238157278427,476.05497974819605,501.95639621510225,706.8488547585227,821.974169921875,821.5969467675126,748.710896938662,666.4710683635636,409.5078343236656,589.2062066974062,687.1367440059267
888.1527202565667,878.7275815579025,936.208385095585,897.7109435412038,540.4633376542912,407.4211419224739,1006.5169518512229,909.1836449570352,846.0297815751056,578.2973907111121,854.1695174860761,771.342151967306,967.9492057682515,745.7511091155079,860.5646214271659,670.0090127097761,827.2530425374542,822.4599295311988,866.5632406651289,856.9258740730286,524.7657512161467,424.8780995686849,821.2056455075483,836.5618674811863,618.6994562997868,681.146848154592,564.0838108800393,395.8466121620602,891.4677708463848,875.2346525215809,991.7656837923946,987.0674916585286,890.055349705583,858.7472412109375,705.3470580391262,733.5762711490494,717.4545120709793,686.7179054684109,590.0861838715417,544.4948208412428,716.4761372550589,712.1036906242371,650.8810698162941,718.9750204504384,776.3829769410795,725.1031227488266,657.1128277345138,598.5722821292344,826.6152756044942,619.3853199681229,850.1237466755674,642.356132285216,676.1004118128208,569.4534348209261,606.0113171734988,528.8411551458356,935.190193936702,937.1674821636191,1017.5893068004633,858.5364515374347,970.9432308561906,899.9571936684133,811.845819228286,957.816716490459,811.366795020317,650.2304327142947,920.0203010773391,870.6512169977223,960.721084789106,919.8397631566169,961.9710615003431,908.6997080318263,718.7954192555279,771.580827985491,542.0930078478827,560.1199525645081,781.0616971625657,764.5544894523146,840.3743896484375,857.6000513349261,777.770176269999,789.7964261539734,752.6467270024617,636.7134412066142,689.0941070959957,691.6278075991872,696.6562935773064,596.8730768554908,470.6147143120567,435.98676166105327,553.7803867931884,477.82107913097985,57.06902135401874,91.39126533892014,763.8040954589844,751.5288385940811,787.9923413917422,763.2948294937341,763.3207909411753,708.4017495526078,36.482267953081696,2.3986895433592577,50.61820888668927,52.95370497419998,195.95527143516,176.2782541557105,457.6556978225708,482.0004549587474,698.2385475852273,812.0886652166193,801.5566721666579,739.8076909705053,663.7756883209827,398.8156198838301,593.4758432561702,673.7596824909078
879.319631457188,873.3502390625501,929.8881924750547,893.6307579739636,537.6368206201598,405.1705448372023,1001.7403166657925,907.6008249684597,843.2865206660057,575.7570913126234,846.480277518916,768.8063608230107,960.2472933577836,742.6152482060527,857.2481791178385,667.6779222204431,819.0677678257368,819.2688026966842,861.9002668884979,852.9305365829467,523.3704232391384,422.2952372233073,818.4338265855247,834.4386701167576,620.9184133719399,682.1358761630215,555.3537466565548,382.68838108910455,886.2084943663399,872.6872252664448,985.2685530855274,982.8834674072266,888.5397285849361,856.4325226508247,709.0995157656462,738.408935546875,731.1798111163572,695.2099571934452,602.1188383272716,547.9101902465248,734.7973362656891,714.206328868866,650.830490473717,719.6374908781729,774.9019348229539,721.6561306533757,663.3503656909486,601.6734197723282,826.8234773820446,618.3617907227659,851.8020987590461,642.0655526711307,677.8057673501327,568.3860425715353,610.2475124498031,526.6426658583546,925.2671276146846,930.4220696809115,1021.4720348251046,860.1460469520562,970.6283692202361,901.4147424697876,808.7384109672056,961.1532285066298,810.1112941830461,655.5813433600334,921.6294321724538,871.7143862303839,948.1752566197875,909.1875866631776,958.4509533718899,902.3408234393011,720.4753536959307,773.594988670184,537.4445201486781,561.2629244092485,787.3534230716893,767.8521791830102,837.4744314640126,848.4336972917829,779.213027983333,792.6941587684563,766.8369677480061,639.2618189875285,690.0510195349807,693.4519565498274,700.6421480964212,601.1167926168614,470.1618942779799,432.81945596832486,560.733854980744,484.5748263604815,61.80728973190222,97.08338387409634,775.9402079264323,753.5631258689751,795.5277880206704,767.7155222828032,764.744314790682,709.3743982011939,38.80603939652639,2.618015424175947,53.629927269271,55.74465045164439,199.87338670389065,182.9917721363806,472.91815747155084,498.34776193955366,678.2603593306108,814.5329123757102,807.4953549788303,742.7790983175929,659.0285855461569,404.87502605559536,597.5859023585464,676.731565278152
884.953818121936,873.9463691133442,931.006588594525,894.6936929406398,543.6546671911727,408.370935987149,1000.3785708168075,905.5192187897702,843.7739899304448,578.0019336372126,850.6957472514331,766.7660676469878,962.1185337806035,739.8110608471791,855.5307902625544,664.3867750877778,829.6536918025446,819.4229044399389,864.4596463199777,855.8372754821777,519.5625939369202,419.40645910898843,819.9135608927684,834.8724847294036,620.1291469953447,686.8320017384959,560.2815776424513,395.82077112462787,891.8013561896558,869.8014568564332,991.6499076302596,984.2803139241537,883.888658297264,854.6054985894098,706.7944717407227,739.0954663380082,725.9744501996146,692.2408889487938,601.0855488266263,543.5272311807125,728.9136057369044,706.1652159690857,655.4884184762126,722.5815231463921,778.3346546459995,723.6235782110203,665.9717277377105,601.7009404555901,829.0052187335107,617.1687559466208,855.0599765212993,642.1959720435037,681.8319039109576,573.7434199277093,610.4857143330955,531.5955639775178,928.5607979848638,929.9523363226542,1022.1440244637607,859.1300814934564,973.5765713434635,897.8221985227082,811.7376407891603,953.9185444827923,812.8818234692313,651.8079348731719,919.0946194905913,869.2577611103509,947.6291480580712,909.907284562759,950.7246702726897,899.9875010506051,721.7209951418256,774.2293170086749,539.766613504161,559.3788955043739,786.8018469888656,768.1180998616198,848.333255848986,850.7313335963657,781.6974080549803,787.9511347804939,760.1601220703125,635.5731585947673,691.1527332776443,694.6556295037609,708.7375758900362,596.9765795766232,470.84139963115257,437.465101881732,552.1110258167182,477.12782713290306,55.1115728903495,88.6242233924193,763.0583231608073,742.5909299688824,792.5739296190441,763.5872171324303,768.2537888679796,713.3344973911575,36.590215175522886,2.390786298426489,49.81766741253498,51.44453896115488,194.04931329944617,174.8001317648838,466.0380776723226,485.16337922040157,697.7883467240767,805.6352405894886,809.7286669839949,745.6459435571599,668.7402837416705,393.4307388380954,586.7066878116492,676.8740360654633
879.8614654631091,865.8874772967714,925.04468456545,889.3970790270315,535.3247641247373,405.41720822027753,998.580232950326,903.1464160424091,847.8678029897262,578.9267664502879,852.1148187900947,768.0953408014207,964.2418128613951,744.1160712608925,862.9175151046829,673.8941721076113,837.5117001646503,828.3755248408777,855.1968531992244,848.068634563446,530.3805394437578,415.0273057301839,813.528214724377,833.7824545512124,620.8238099183087,682.925896864671,557.5993729480722,386.3174645238453,900.4968209176693,883.4303226047092,994.6382862801939,985.8502679443359,886.0888029195495,850.6039990234375,701.3677452419115,737.2780166074454,727.1839757574812,698.6910033755833,599.4897394606045,548.6966374286552,733.0361458199923,707.0833029747009,655.4453281900949,722.9780010951074,778.7684762258716,721.030320558283,662.3262002290772,603.1434600403259,829.407178718813,617.3732113149508,855.39120692544,641.5508869864811,680.4469070776696,573.4130814455303,610.6939063580379,532.7805618974464,923.9229194164799,925.6807372879099,1022.7247146870096,854.4411524769066,972.9386654198688,894.7108181842323,812.2643724085723,961.2284736029895,811.8285478175576,657.0591253863132,918.4895791176999,867.6146460839539,936.5082078678593,900.259574932288,958.238233342901,903.5226369138624,726.1879933208501,779.8721802286256,540.5601746932319,562.6253649214624,784.616325378418,767.826415888996,838.1893245615857,847.4331621442523,783.5723420358709,799.0182795682665,756.6025373204549,639.386981493632,693.6571315061678,698.5406398372999,705.5030739279355,601.0444258817266,469.9969982467592,437.1614009368903,554.7681365326831,482.007933167244,57.524591090948825,90.8710409625765,756.3281880696615,742.6128571073888,791.0333301760256,763.1277672953196,765.7832039913148,712.6983757765194,36.41621033691703,2.47750214913653,50.9421029479606,52.65276569104982,192.02501831623235,176.4196341167735,474.7123445934719,488.2420957228717,695.6099964488636,806.1276700106534,804.6954640638108,737.1133349454856,664.9033711751302,397.6998124457242,580.1511263991847,676.978970231681
882.4437539867415,870.4566944066925,930.2860199205941,894.2458798077952,546.1959000177162,405.6640476435423,1001.6421266053338,908.1175199323766,843.918925460504,573.5804958499846,853.269249179499,770.7969832032446,968.1337256717845,748.1788403488364,855.3936882019043,665.2157929588489,827.5940963962066,822.3365497741588,862.313443180245,850.0609876556397,506.312294503053,411.3691078821818,822.9294394965124,834.4669148846278,621.2499509881304,685.0476198720409,558.3900255656374,389.6721220281389,889.4576695280255,868.5986360149619,988.365420684414,987.7819203694661,891.7016235610186,856.393216688368,701.0709825930388,735.6330415656768,718.3674642756122,690.0798526340061,593.2499841621944,541.5962887881847,721.6541447873975,706.6782159805298,655.5520944008751,724.0087817932051,779.5981846918303,723.3561300366943,661.0583238641093,598.3092715923602,832.3342215568789,619.9153907854885,856.3753890764145,643.4931586853695,679.4348367083768,572.6150156991447,609.0170752811601,530.4993079204216,926.850502925008,927.6751352360955,1026.1018200538585,862.0856957856083,977.6653745170262,901.9287885720676,813.0323229156868,960.4852985178002,817.1261171956561,658.0184237568877,921.3474775713481,872.0792578112266,942.2946521734735,904.4768162511331,947.2838338903479,897.9357868882477,719.9967355990628,777.4140751826299,539.2905162866565,560.9583581199108,783.476541362825,766.0075996367268,841.3736143720911,842.2220349993024,780.5667303677263,791.7582909988434,755.3845092010498,637.7676542409262,692.2490464172699,693.9654513125972,708.9907281763413,597.6380362803325,469.60712310516584,434.6097512672854,549.2773277396257,477.42079757485226,54.13016022309765,86.52553132887071,753.3902770996094,722.9708882994571,779.6110343746841,756.9844654825478,760.7060572015117,708.3187748039264,36.03207963195286,2.345026152104967,49.14404614230806,50.148271450549096,190.9898823165551,172.1978621114526,457.41119405958386,474.8420080297133,687.5826582475142,794.5950961026278,795.9501193257786,726.7433239900613,668.0831159703872,390.443071239873,583.5394673202977,703.6640940699084
879.5390802809029,866.9290303425355,925.3997767898614,888.7880981034966,530.8888439444609,410.7573937922716,995.5958203041747,897.6755710788483,844.5778378077915,584.5242835505576,849.6498367495653,763.3262871780092,956.4667277785967,733.6233228276133,862.1784148145077,666.9945095466917,825.3055661459105,812.9864583601587,859.1135673084478,849.2639372634887,538.2558191352421,433.93545010884606,812.5318554249333,830.6097763412529,605.4453366264623,676.1265468807011,553.1475113926672,391.26818389362757,888.3955733101322,867.6553978437258,977.011566242208,972.8749228922526,888.6206861592956,853.0283680555556,707.2273261692213,736.2020252641425,719.4179525501403,693.0970444855867,594.9158774358885,553.5534136125657,718.8910312339908,713.5818734169006,651.3574863582377,717.8247997108228,772.8676354559683,720.0755120850446,657.2064513076435,601.8932818724559,824.6972417523784,616.2548587804665,851.8031950266972,637.7710330068945,678.808684053977,570.0379025176825,608.7413026714834,530.7575613956794,925.0880869502959,925.8253708332777,1027.1337147459355,856.6005288995453,974.6944617362644,895.6880167711129,813.5346386089966,955.9582842701257,809.5853159587774,652.8858369171465,920.6983070952169,869.1327874630648,945.9511706115334,906.1158526510164,946.3670630927559,894.0575864197777,720.3871506157271,772.4137914087866,539.0236405082371,555.0610824370049,776.839539449723,760.2972748942395,841.5262983606217,843.3497554234096,776.812384155975,785.2470285668558,745.3498362731933,629.2648157628378,690.4707170083134,691.0239541290606,695.7311262242935,597.1060936855495,472.41740482797223,437.17081374746965,561.0345915861567,484.2908361379554,61.36736687619446,96.54687745171324,757.210888671875,734.2504572464248,785.1838800236583,753.3683949811426,760.5822870603954,703.9247074756762,41.17591983461017,2.5861697833847117,53.58926387973381,55.42485072723648,195.8130180796642,179.77940270018274,469.6095626619127,492.88698286168716,700.9720847389915,797.3653531161222,801.2256488159999,739.4433361970925,663.182409548292,403.7860526764079,595.7377560933431,698.1743290342133
883.7919797390664,869.893438182696,927.6570719652028,889.8736111006414,546.351020932752,404.41620468454704,995.4706546038719,901.6613103647435,832.6980239712462,563.235652931401,851.870934121977,770.2401249514686,967.4592388800855,746.2487177226225,853.7842737382917,658.0826846896567,833.6690291273651,828.0059253537773,861.1444899460365,851.3888426895141,497.8789900143941,402.4925203959147,818.25666414126,834.4933197384789,628.3561296313221,689.6513261061448,547.4471251766985,374.93190211719934,891.9276595205631,861.1150739128207,978.2314361812562,978.8037345377604,885.8741492578539,855.003427327474,713.957593304178,737.7076688100057,709.7253331423856,681.173607720269,583.2902404665947,541.8842216520273,698.6818269823418,722.2032403945923,651.5233374592804,717.6407421143699,776.7773405170707,719.1390682967783,662.1340332425331,594.3878049642057,824.5503275655931,616.962459912398,850.5442774489119,639.7466515353028,671.8796254658379,563.0665818242466,601.6030347383255,527.660786393036,930.3170144456109,928.4504453904099,1021.3782956347867,859.3267339819145,974.9000847857932,897.8174364574519,818.9222143272376,963.1748014771889,813.2567935683834,653.9114056251924,921.5100525609563,870.5954736807747,947.6341599385449,909.5079138318478,943.9238802248293,891.7566993588307,721.9102108456673,776.971000638359,542.8905197364696,565.0352817589129,788.1067926375592,771.748613666202,841.4607206304023,853.2663988385882,777.6251488462718,791.4144327627362,747.4467188485463,633.9022906239827,684.9016112138521,686.6941476737671,703.4876219805549,594.8861760714424,466.3508245893754,429.34618466318153,547.3640555240505,478.3892957280933,53.84587304028941,87.8409041347698,753.0103474934896,734.1125602075609,787.3668435696745,764.707849752849,763.1813589379988,707.7588266498593,34.17278244302265,2.2724040140018418,49.14071965350278,50.64076166483701,190.21417807410714,171.4872145476721,456.63707701365155,467.87454347049487,734.2577070756392,798.9241055575284,803.2867941632367,732.2335529568829,665.4518517138911,394.0085815630461,570.382822672526,710.9736086089035
886.225860658756,869.2548741487542,930.742601410529,889.1530990144646,534.8682879337044,407.9166497332709,1002.6302936420619,902.515853740611,851.3877974529655,584.145046812589,856.4323799939659,770.4899549544804,970.4149344756713,743.9889910085964,867.4546073989488,668.7949811927142,826.811567984486,817.6568888572364,865.1226160919073,849.2696392631531,527.2516542010837,438.88064403533934,819.4750703657517,831.7727917640929,614.1847607278075,679.777657016293,560.5130425131782,394.2620217270321,890.3092510295364,871.4464037483122,992.4032394128834,987.7765606689453,891.1436180502682,857.5586573621962,716.5540607618249,734.8275208990258,720.4130767956705,687.002895920365,593.0294797931399,549.0819365397821,699.4635635125833,701.7091708183289,656.5295587830127,718.8606129357,777.0292429060657,725.1824860288734,663.9199660036497,605.0708261753296,832.4452047286495,622.289747070532,859.6187615756669,645.6357445318694,689.7080259964605,576.1146490766722,615.7540060775107,536.2455704150731,931.1556857089223,927.7569785476835,1023.8313224001528,849.7093651114385,976.3794874141528,895.1036349978648,817.7057494358914,959.4343096650676,817.9173261636673,652.2895996669158,920.0910907102435,869.8843658086488,948.7407468564951,910.0228586776481,963.0871740805136,910.3532528486409,727.5364994434042,779.6477891005479,542.7766904969146,560.4521247971226,787.6144869444801,770.5081590834495,835.7880794443982,855.4555947440011,781.9367914894075,788.5750757054071,750.3934853172302,634.6134115028382,698.8513247082412,692.1514728426056,702.8615277907428,599.2894424548648,475.320035484309,437.9853764770284,558.8542771319936,481.64376063954086,56.93361344792006,92.1295998931733,758.8587972005208,750.7273300946769,788.171808347106,757.2883543471945,769.4200392424606,714.3472359314525,40.002527851887095,2.712176940438372,52.16937109475349,54.09094263333827,199.93144867841102,179.64998876241347,474.01782125896875,506.06037678438076,717.8900867808949,809.7331420898438,804.8565882740405,743.262771413296,671.5477779612821,401.44882552874714,609.0747580094771,691.1295502761315
884.520502110721,874.3748227755228,928.0117943703632,891.8755800163603,536.3230651533881,399.41869051115856,998.075193465315,905.2883865445725,837.7847335581877,564.4891837874397,850.3176690078363,772.8758673955524,965.2512465095847,747.9692758490683,867.4839299045392,669.1254609701947,835.3601298400012,829.8759140706934,868.9468588116525,855.1298690795899,506.3487709893121,405.28871192932127,819.5091607539684,836.5098471111721,628.0897819159543,690.1504907712832,546.6523617486268,367.07574571503534,897.4080955937224,878.5612408673322,980.1962741641548,973.8046346028646,895.0985077680167,857.8842069498697,721.9077737559443,740.0748860922205,714.5039016118659,685.7390088681822,590.6711814403534,544.0458500608523,700.2274385045787,714.9575991630554,655.7499926452763,721.8244069995474,778.2191795359747,722.465481657731,669.9282661272474,602.9931164759022,827.5826545838387,618.8650917702046,854.436452753909,644.0667368942943,681.1516433938202,575.0904333310968,607.4571138791886,536.0897106679489,932.1511260718923,932.904673505264,1027.5122000856998,866.409062759514,975.414335964037,902.9406550601848,817.7334676853378,963.6719438843276,814.0992985527906,662.3584123455585,927.5039835490537,871.4088082134475,955.1159198542309,916.7927536095045,943.4619774345879,894.6356722722288,724.5651249316854,775.6382348527123,541.2199286861696,561.3122206137214,792.8356614660045,773.1044645823879,843.244039332613,851.3337653023856,783.7331157114314,800.3573788252984,753.6695316314697,638.7287614949545,690.4850552504283,693.8259141414028,704.8379336188822,601.1627649520709,466.80851891140145,436.23235062450277,551.108612301799,482.02370044562963,56.108548764348534,89.92783692624548,774.6128580729167,757.519585043697,797.4855375736952,772.25488843961,768.8669698869303,714.2941253447591,33.710946799746075,2.3930432204984955,49.41513792837818,51.393711866172715,190.8210021491423,174.47207275783563,466.86659770541723,478.27422994725845,749.4409013227983,807.6567127574574,812.0990309747274,741.8968034575257,666.7371128306669,394.6643669061493,578.3479135686702,682.4470414786504
