ROI_2001,ROI_2002,ROI_2101,ROI_2102,ROI_2111,ROI_2112,ROI_2201,ROI_2202,ROI_2211,ROI_2212,ROI_2301,ROI_2302,ROI_2311,ROI_2312,ROI_2321,ROI_2322,ROI_2331,ROI_2332,ROI_2401,ROI_2402,ROI_2501,ROI_2502,ROI_2601,ROI_2602,ROI_2611,ROI_2612,ROI_2701,ROI_2702,ROI_3001,ROI_3002,ROI_4001,ROI_4002,ROI_4011,ROI_4012,ROI_4021,ROI_4022,ROI_4101,ROI_4102,ROI_4111,ROI_4112,ROI_4201,ROI_4202,ROI_5001,ROI_5002,ROI_5011,ROI_5012,ROI_5021,ROI_5022,ROI_5101,ROI_5102,ROI_5201,ROI_5202,ROI_5301,ROI_5302,ROI_5401,ROI_5402,ROI_6001,ROI_6002,ROI_6101,ROI_6102,ROI_6201,ROI_6202,ROI_6211,ROI_6212,ROI_6221,ROI_6222,ROI_6301,ROI_6302,ROI_6401,ROI_6402,ROI_7001,ROI_7002,ROI_7011,ROI_7012,ROI_7021,ROI_7022,ROI_7101,ROI_7102,ROI_8101,ROI_8102,ROI_8111,ROI_8112,ROI_8121,ROI_8122,ROI_8201,ROI_8202,ROI_8211,ROI_8212,ROI_8301,ROI_8302,ROI_9001,ROI_9002,ROI_9011,ROI_9012,ROI_9021,ROI_9022,ROI_9031,ROI_9032,ROI_9041,ROI_9042,ROI_9051,ROI_9052,ROI_9061,ROI_9062,ROI_9071,ROI_9072,ROI_9081,ROI_9082,ROI_9100,ROI_9110,ROI_9120,ROI_9130,ROI_9140,ROI_9150,ROI_9160,ROI_9170
784.4202683943081,838.8557827255943,844.866189763889,919.2454550123784,508.510447462215,533.0445621779987,850.0510467633363,836.1939073487546,757.6873102577365,735.6337879837537,833.1710731072154,794.6887643723261,862.736980769074,658.6322176943906,766.563430711312,590.8794161581224,811.760599000759,862.2076922571937,829.9371122016761,877.1439503784179,468.31982861624823,534.6559669494629,892.3576675624214,966.6876108078729,613.2726601805363,679.1498030673016,490.22266733580534,508.53220717112225,877.3967375125525,869.3177377206308,913.7504676158034,907.8991723632812,854.5683774139922,862.9087738715277,796.5111418350883,757.0990681475904,736.1216597368013,768.1037805345323,533.9995069993394,583.4119156826748,667.9953848416689,709.5699043273926,765.1015859558469,811.1007999944461,848.5675782015064,846.8265241210223,719.5723279409173,668.7825705021411,864.7204353640157,849.5967330659939,920.4291355128147,854.4567727716396,797.8676489586253,707.9480992298501,580.6324310207451,595.3846713181604,820.3968292060844,884.496585475074,843.8610880174081,681.8129714523315,901.7187870456861,830.9329762150169,817.1248758765171,967.2457558000038,936.6373644017461,861.1599417725525,823.039864869985,846.104300317247,799.8116666465808,898.9055996889567,888.8380192249745,859.3577600698002,692.0758693590077,748.2431783304586,516.8036403932433,499.4655196498817,809.2447961275694,786.3126329604027,793.8586282933012,927.3613804408482,788.3335050385574,803.9553030103609,589.8370590686798,521.8830214548111,718.8544416620867,763.8860056340299,477.0522188635433,503.9831501421946,410.2287983552087,505.2426620734072,279.12888949132935,278.73495595235687,0.0767854582603899,0.9091089433785228,760.324853515625,765.483089123742,754.0979813039303,749.1438371131862,724.2472055304141,722.0392624292805,7.5634942965667795,-0.340000180463755,-0.09189002800610549,1.1649937233943741,39.82639728930571,35.074851855495446,71.35710479153528,73.48228197325679,688.4953557794744,824.6116854580966,827.6636307479552,741.9750514935844,485.4845173031676,167.76452876000027,129.02148887244138,654.432027356378
777.5124917628492,832.5868754302612,835.8480586030396,905.4497789405732,504.3736131623734,525.4200316837856,841.2562097677896,824.8550010003435,751.2165882733403,724.6958169468114,829.115212901821,785.7966438414559,857.8195944830238,655.0068524887687,758.1535760134607,582.2909820298698,814.1713567073876,860.5248395089691,816.8393281958569,869.4380632324219,462.29687950346204,526.1132167816162,871.6574252295115,952.7128532954624,603.8706193694269,671.8579859052386,482.4399662755471,502.03932894600763,869.7627543323445,861.5959683641976,901.6711177475496,903.1942714436849,849.3027905609648,858.3966933865017,789.6593089228091,757.3704672204443,728.662710584733,759.1724857754177,529.8784357862813,579.4347396164798,661.6500964555584,704.9442338943481,757.5273812309144,807.1458399623491,841.4826129711438,840.989386463723,714.9463076355044,664.0699743190845,860.527834492345,843.6165590216337,917.5470046113356,848.2359855314136,794.9047720186379,701.228977614758,578.6835044912505,589.7928881876402,816.4830493362945,876.9390050481867,836.1003669363892,673.8836815164583,894.7431677378779,824.4023253061239,815.4900657350499,961.2525920161495,928.16394134066,856.9613297749552,816.4173740208819,840.9569314895651,791.4370862359453,889.7231231130947,873.5908662263338,850.0558926941918,687.3548224212926,743.4717520841789,515.7073116578918,497.96732942822956,803.6797400302574,784.3658925923074,794.6751605094747,923.6428375244141,783.5608980609996,800.2439646193994,581.2344805240631,516.9720090905826,714.0077240712842,759.1315568126278,477.6826168957879,502.1586478828093,409.3351716925002,502.11161432655905,275.3778295449166,274.07959963426305,0.12094429799321073,0.8479764772770211,736.2808919270833,748.9049527443061,745.1894623637199,738.5706651437337,718.6493511636749,717.2280938140046,7.475341129343417,-0.3349401490348909,-0.048690705326793905,1.1290758135682804,39.39362337909886,33.94184006439642,69.7171707616912,71.42490679902188,692.5607854669744,801.039521928267,808.7726026701447,733.4039646583267,477.6108156279022,163.60852691714177,128.36350070346487,724.1512737931877
778.1505818151052,830.6735830282925,835.0133589881779,904.3495895796088,502.3686967184377,525.9719670351062,841.0551021865364,825.3922761848125,750.3149685762367,723.7978196378614,828.3356625316588,785.0162248157319,855.0716403777972,655.9760325538967,756.122396613828,580.6303385694329,812.4671221547782,860.099022117564,815.7858398115955,868.4722545776367,461.23351690504285,525.0539675076802,867.5739857204377,952.109769821167,597.1165044494949,669.8419074173812,481.67536525831696,503.5395637618171,868.8177251995735,856.892372564622,899.5654952081795,905.2384545898437,853.1306723901781,860.3671489800347,789.5348566469938,753.175870964326,724.2799858731845,758.2042346530491,530.0695491347994,575.9935508828038,657.8600063636654,704.9008374214172,751.7033223878769,804.8862434134099,841.1753510924103,841.632284465589,711.1650971972252,660.6349152251557,860.4920782458398,843.465999849381,916.4679626307739,848.6544307463126,794.0219647873678,700.2335561116537,575.6235994549459,588.5568339649082,815.9417634882515,876.4629956566625,833.8113985638381,673.4422975986581,896.88790920921,827.9756962844083,815.775628419462,965.0625118130029,931.9039526412736,860.8590891626146,816.303797749455,842.7570625498829,789.4506721481396,889.5624282162493,870.2551237913939,850.9711204904024,687.0474388752508,744.7426360159209,513.9664607393569,495.3346230950154,805.9838943481445,781.7922735570378,793.7041664935173,925.8813945225307,783.8494405344528,800.6113982263191,578.6203335834543,513.8275499359767,714.4067203269656,758.8440537451141,476.7046739241656,500.9469852309795,408.2489510225132,500.2586545718299,272.43460257297005,269.28433210479716,0.12902725362908785,0.743658031885544,726.2111490885417,745.9784038996293,741.8980189561844,734.6856046995965,715.3744434230504,711.3524145225296,7.017657001187648,-0.3273264540695689,-0.1176331260691533,1.092667010963591,39.10372156416776,33.431103047308945,67.4264364739259,66.92102088691557,694.9748257723721,804.3103482333097,811.0916492026925,729.1470543583737,477.3526648540123,163.29970839149073,125.16721764839056,696.9009196840484
775.7616939443343,828.7165782945325,833.6424384009399,901.7970111436578,501.4899630080822,524.2548577700343,840.0459880845118,821.9145093828566,749.163827682028,720.9021191831495,828.1154763213988,783.2910190037319,855.8556707915475,653.2511578880341,754.6615902689559,580.3301781963178,807.6191191469889,856.5080518405699,815.5177369391781,866.1171053466796,463.25809886720447,517.9742413600286,867.6745350728992,949.5875637114995,599.9169090231052,668.9308494945149,479.0598660042273,502.2192853556739,868.5809957396309,856.1574096679688,895.7712453606873,902.7819492594401,852.4213669987048,860.4660366482204,787.6483685037364,750.1972990840314,725.1007234682596,756.765178821705,531.3665023818612,575.659726417913,661.7144120013128,702.2240433692932,751.3195558956692,803.2274956002619,840.6328295439399,838.4195269534463,711.7312223615725,660.0599468071144,860.2142498508576,842.1973104253193,915.6623505306367,847.9686279680648,793.2033750251804,700.5518634225808,573.9978008952064,589.367136391017,815.2449062426798,875.330322459892,836.4691291308558,674.336339956153,897.04645362854,827.6406352450547,815.0910208699171,964.7534981244876,931.7254866414995,860.6805963393022,816.6418339580632,842.5728880307936,786.5210419976787,889.9327405434287,867.8483329291817,848.9659671470768,685.941367893044,744.1840471540179,513.8420085077701,497.8595886230469,803.6393807833311,781.0458295513486,785.9680604325964,919.1457879202707,780.777111769636,799.4516180516606,575.9176758654912,510.6433101065954,712.7512471728388,758.4799331350558,474.32213538674745,500.88455261047994,407.53326455395046,499.2699236169333,274.3703983709191,270.14509080244846,0.13331670938189039,0.844563440024343,731.0173543294271,742.9735779843088,742.4570953249931,737.215029272019,716.1245343157353,711.4363891042241,7.344253468020868,-0.3349718992650095,-0.10641407230868935,1.2026068219353745,39.741896265685135,33.69439462811281,68.00077815850575,68.53899873617817,736.8482111150569,799.5260686700994,810.4619636279624,730.1758092566381,477.4121605181227,163.75197530184923,127.10427184538408,693.3651149355132
777.9154939144814,830.9966370877293,834.9996377806601,902.4965342487473,502.3959109993868,525.7999125335898,840.1311910682932,824.1528629526179,751.5333061023634,721.8349690202807,826.6117492846357,787.2851998949808,854.2793637336221,654.7791131247393,757.691080468211,581.4854653106433,809.1652125498695,858.5204447210825,817.187112881306,870.0625818481445,463.6590484513177,515.3170441627502,869.2148705409547,950.8021215408568,599.1365868932913,669.1478662595645,481.8121533472894,503.2511881192525,868.1775715665997,856.1436587486738,899.3058292258755,906.0862518310547,853.3990616879221,862.5033223470052,789.8568518597147,754.070092442524,725.7555575601855,756.6278751514576,531.8631918345179,576.8844034002068,659.5603977891266,703.2673773765564,750.3679947853088,804.2425555911674,841.6800786180416,840.536615226701,711.7891990291185,661.8265486417951,858.4741646858954,842.1067231225827,915.1426797717081,848.2027721481784,792.3590640765135,702.0358095262565,572.9655865520821,590.6111919727731,817.7152021518804,878.3368927549433,835.8423404580316,673.4420557805629,895.8939517079228,827.6006733273128,816.2159880191908,965.9615535932313,933.6316986083984,860.5127597064627,817.3999399383416,841.9774939334111,791.8891107018586,891.664673989649,867.3972695153038,849.5872481299228,685.5900461739357,744.2347058052625,513.6272116398466,497.4046355771347,806.2758697759909,781.2415113013809,789.1461376433676,918.6647654942104,780.4522719693823,798.9741920364496,576.7644140052795,509.3294416554769,713.9622895816349,758.6097590011975,471.9919040820178,500.2014553314512,407.19045116065536,499.2696273414611,270.9484504676457,267.10584781977036,0.12648030005705854,0.7536204671988478,727.5819112141927,745.9718648619571,739.7652324140072,734.6760208337016,712.5152462626838,709.4173602369275,7.064594703475258,-0.32601297452735406,-0.09255053548696922,1.11438758209988,38.30113452109751,33.24496899183679,66.0768448776669,67.47270125939565,707.8956964666194,801.8541126598011,808.2943326194815,723.856596548346,474.22103072147746,162.80903702686754,126.72216950402115,632.4192286524279
777.2712344273203,829.6823174152711,834.1558318892216,902.7738365880047,502.80745253452034,524.1880610329764,840.124806188663,821.7495635418181,746.9271134357064,721.2618462922143,827.2157228070546,782.7395999302939,855.374232604614,653.2028529055206,755.2789727218116,581.3402401436647,805.5816688718389,855.2533769734279,819.0338679638859,870.9943828735352,465.66927443610297,518.5646222114563,869.9597057105831,952.3580493927002,597.7527877647839,667.5058407835908,478.35930435433573,505.6359906461504,867.8683311894255,856.044437059944,900.7788547305611,903.6666910807292,852.2438724323855,861.1628964572483,788.1797318168309,752.367550953325,726.0716047244975,756.8822822570801,538.3152455517223,578.3453747467155,658.4617519691342,696.2827701568604,749.1319286179921,802.9907121703523,842.2839444088737,841.4921636079487,711.4974443788125,662.0401971156781,858.2380550138412,843.6726870131283,914.8263418229544,847.719612232876,794.2906918376016,703.4758779032558,575.5486647906989,591.928271295201,815.6829787063181,876.544505354431,837.3485943158811,674.0088277943363,895.6169978730575,826.1936949611096,816.4242558377234,962.1081443755224,932.4111982886471,859.1800389745747,817.299608324083,841.7574635294781,794.5099052623578,893.0439959362726,867.1813696783942,847.9107931168353,685.8982637737869,743.5705731544659,512.0638863383859,491.9299383029132,805.135585472232,782.0388011378371,788.3041226001496,913.5239443097796,778.4004727652247,796.3592185025716,571.5479895337422,507.7285071651141,712.9716406280248,757.7297021493613,478.1418035843793,501.0533035216779,407.7401326033675,501.0699010338275,273.5745064572689,273.0624933210015,0.14284548409179681,0.8222934052156532,724.491259765625,750.0088490631621,741.2229835987091,735.5303997540366,715.6595622831932,713.2907936793085,7.499186037825176,-0.3298530290386191,-0.1319324885011033,1.1727411597160555,39.53211310068013,33.833890062080876,70.16843483845393,70.32747731620775,766.7230224609375,799.6452903053977,809.9827430264262,731.0618415542796,476.6775396384445,163.57169441251378,126.50853243741122,696.6737460432381
777.4368543526358,831.4750146053054,833.7959173522296,902.4978697347451,500.63330143773277,524.8169140794447,840.6349393969809,823.9933141692142,747.6931993815364,720.4422094626505,827.9001884150312,782.9091869354248,852.0938407152022,654.1979572647497,754.3358925800418,581.2408715749792,804.5892350617178,853.6717623523699,818.2249449952809,870.5402272338868,465.3678166601393,525.0559644858042,866.8955769669614,950.6943208603632,598.0961298118712,669.9474066011198,473.6388343684581,498.43019053671094,867.7854060047077,855.8672888485002,897.5835923723035,902.5837408447265,852.2204024751308,862.2609894476997,792.3520616614301,750.7443856848291,723.4861604799784,757.3303657814308,533.40667452131,577.0580108871175,661.8693292336386,704.056948184967,747.2203864975581,802.1013985584133,842.4284983345393,840.6460717407583,711.2522557333481,660.5063694156967,857.8070315330259,842.7914056875838,915.0533044292199,846.3447693895766,791.2034758837234,696.7749126144485,573.772289333081,589.5406400334035,816.3170284467616,876.6974833952607,836.1796648605339,673.1023610830307,894.3985001323534,827.4110313430187,814.4613016577671,963.2324448887704,932.1521556341826,860.6445133790797,816.8051522421033,841.7103903747898,792.4972116506783,893.0945690745148,865.9920823380754,845.843379411541,683.577080682877,743.016474868312,513.465306378793,494.92103168326366,804.4530836011543,781.3601659244522,786.3457849380818,910.2880783081055,776.7471656068532,795.0584408818687,574.2680335108439,509.5489798196157,713.108982560078,757.8261734184942,475.8120242511525,501.87152887595687,406.4347276036472,501.5970563516409,270.07193223111244,269.79822391935625,0.1331057398174717,0.6881584171486842,733.2397908528645,748.2455351231462,741.4081112444401,737.236927809219,710.5984879996031,709.3303853833005,7.097880307655463,-0.330358694042769,-0.10759304969393638,1.1394174396160193,38.710175379872396,33.843946874622375,66.99263283610344,71.72372754882363,678.7575905539773,802.9751065340909,808.6285625688182,723.5688768217835,469.3202589072433,161.97428571942606,125.41360848961455,618.4741234614931
776.3294864078058,830.6623659157993,833.5882361612762,902.9859674689304,498.86824023224585,521.4311667084694,839.1589780581476,823.4989838735094,746.1301353221037,719.73448956599,824.4183872036817,782.08742494129,851.3555501280273,652.700361808302,752.2773833488351,581.6439841485793,802.3149987532629,855.6078824014759,815.7846986617166,870.4294971313476,458.801278591156,529.5100999991099,867.247863444759,951.7194549621098,595.0271875471345,669.1214416629665,476.64880067604025,504.2867338657379,870.4115424965912,857.2441115391107,899.6325430482078,903.9277962239584,850.2361329288806,861.4557459852431,789.1193431024966,752.495840785015,729.6410616568006,760.6098019635236,534.2915029610906,581.1273575400592,664.1401332167328,708.4462265968323,749.8207100081065,801.3741884638348,840.641030611766,840.016602343286,713.6216090572767,661.9884146010126,860.2200060075329,842.8908192531105,915.3603508948053,848.2198159977704,794.1282250100721,702.5038599687464,575.0916724914345,590.8719648124738,814.6520132083622,875.0288561411478,836.6161083680764,673.2787205306411,893.1375684986943,827.7356204909414,815.6367031645702,962.241897202323,928.7137785954262,860.8998693597409,814.8004075229837,842.4216416694525,793.0546567910795,891.7945023636792,868.5164192130974,850.2082949779073,685.3456030329434,742.5535782983293,512.1094495248103,493.2031065175231,805.7549095779169,781.0488542105647,781.338626942736,913.1790455409458,780.5171680669675,797.4249729283607,580.4163024139405,518.1069370603561,713.673843574524,758.8033304357122,477.7942025465124,503.61697005881297,408.4310396458798,501.25561033897947,272.78727539927274,271.70277043894555,0.16759134138529017,0.7185003825986169,736.5748372395833,750.0064542091499,744.6065963953733,739.80837846989,714.458347437036,713.7749918116334,7.1443373457142645,-0.33232983527446375,-0.105855521830479,1.1367758877527585,38.72775153129834,33.204265206892,66.35575811068217,68.97337134993252,670.7926025390625,797.1716741388494,807.6759491990877,733.0060324367089,476.43563715616864,164.64540867376746,123.94697283614765,658.2139195409314
774.6624627073934,829.4478327156318,831.5544416357305,901.6048111136691,499.4477667875068,523.5043860801628,837.0292273779152,822.4245239523624,744.8518909191598,722.0857942143425,827.8395343989861,782.754234895252,851.464688413957,654.7713913975457,752.2765445780399,582.4215579269542,809.5571779368613,859.4443353244236,812.9808088134532,869.2579925231934,462.5982895957099,527.4116044680278,861.8455200824902,947.0911033872574,598.4977937668406,671.0933683206747,473.63431367821454,498.6139536963569,871.2202005926168,861.210072157118,894.3648880285228,901.2631811523438,847.794198504949,861.026509874132,786.6665362814198,751.2255528461502,724.3142987894066,756.688562463831,530.1380685993603,577.0447295399641,663.9787752745582,706.0437226295471,750.438021516043,803.5175733521087,841.1943191910852,840.2325918409559,712.9331980421523,660.0001108429649,857.1553641657675,843.5387704659067,915.3988500175328,847.2730967101437,791.3312020066608,698.1195286044888,573.3486106744033,588.5984195788832,814.2870473349865,875.6743275203087,834.2713241031308,673.0175442733639,890.5137964760739,826.466365994759,811.7413857369612,961.0045283910179,922.8142172969989,857.8679296089389,812.4628131587854,842.0187340047993,788.1402665034981,888.9353962892985,866.1358432254276,845.2225289266618,684.0136084600326,743.6375148492458,513.7836858777032,494.1361801792199,805.5324231757493,780.8804073096311,790.0751758331949,914.7169233049665,780.2783003766875,798.2078531288969,578.1653107019265,517.063293459018,711.1289067860743,756.6612921802633,476.11552275489356,500.670486954683,407.11814648405806,500.0668017782884,270.44460039129183,269.04519356738155,0.14477705837149793,0.7450152768292493,733.2728169759115,749.3056537175582,741.7805248200893,735.7148756139419,712.0479229497546,709.0288798969358,7.196579555536645,-0.3277104371468778,-0.09608060115309998,1.166444597662069,38.863728402244256,33.20892833544302,68.78291079733107,70.44621716264416,682.6192294034091,796.3067327325995,804.2737371457503,725.8700907260557,471.20960865768734,163.4741080008578,126.71217651800676,620.6905249233904
776.6914352013904,831.362057119909,832.4793503859947,902.5126638488465,500.06608399679493,522.8234585268157,838.7163207370404,823.8592850122046,746.0656487990399,722.4460414042238,825.8031005239098,786.0556592911008,852.8900158000442,654.2190219048064,753.3307159575656,582.688189362178,813.5308221753739,863.2332552786286,817.3845785468018,869.6400033569336,459.55346801545886,522.4948547681173,863.7328532660679,949.5320752158998,593.2961979811104,665.453036234929,476.9689165821392,501.9512105253008,872.9708613989488,862.2325349030672,899.8847034684629,907.0337845865886,848.6404467437227,860.8452410210504,784.0075596021569,749.9135021531438,725.8932015171135,757.4014123987268,529.6634779104164,578.6451536885808,661.2694672131148,704.0851531028748,750.4931276866367,804.5268491048948,839.6042673222533,840.868305362456,712.5282499578374,661.0898464009479,858.2124563401745,844.8659923726863,916.1249104110738,849.3330883087526,793.4498035105889,704.2136679560531,573.9397130581033,589.9847544726296,817.5142996778624,877.6072355668854,832.371796609516,674.4474613294145,892.0532380477242,828.8634290440568,815.3072956796815,966.8952169222106,923.0494013544339,858.3513825155352,813.4301204193844,842.2441485674225,790.1682739683017,891.7198745980447,867.2589858458923,848.0138759925717,686.1166695411052,743.9214802531453,510.3818629168082,494.8258303790025,806.1030464797724,780.3412169143867,797.1290127368684,921.5811015537807,784.4092081004176,801.2300477126686,579.5032513809205,517.0568271923065,711.2135524699341,758.1569986283383,475.8484141405891,499.9928202611875,406.9031788460367,500.2029794372165,272.5180377444104,269.29260863929363,0.15139637770200218,0.7784941027866643,732.8639526367188,749.6304662672139,741.8986390978098,738.9771899055032,715.1656755976397,713.4215652693455,7.121621276993354,-0.3340140150549511,-0.10183016684696371,1.1223731363508185,38.67482371630933,33.442958607939225,67.55850422713492,68.43572334427496,677.2444458007812,796.6301047585227,810.2786928727322,729.4576806177067,477.66808754790065,162.95759198958413,125.40769257689968,657.9572517131937
