,ROI_2001,ROI_2002,ROI_2101,ROI_2102,ROI_2111,ROI_2112,ROI_2201,ROI_2202,ROI_2211,ROI_2212,ROI_2301,ROI_2302,ROI_2311,ROI_2312,ROI_2321,ROI_2322,ROI_2331,ROI_2332,ROI_2401,ROI_2402,ROI_2501,ROI_2502,ROI_2601,ROI_2602,ROI_2611,ROI_2612,ROI_2701,ROI_2702,ROI_3001,ROI_3002,ROI_4001,ROI_4002,ROI_4011,ROI_4012,ROI_4021,ROI_4022,ROI_4101,ROI_4102,ROI_4111,ROI_4112,ROI_4201,ROI_4202,ROI_5001,ROI_5002,ROI_5011,ROI_5012,ROI_5021,ROI_5022,ROI_5101,ROI_5102,ROI_5201,ROI_5202,ROI_5301,ROI_5302,ROI_5401,ROI_5402,ROI_6001,ROI_6002,ROI_6101,ROI_6102,ROI_6201,ROI_6202,ROI_6211,ROI_6212,ROI_6221,ROI_6222,ROI_6301,ROI_6302,ROI_6401,ROI_6402,ROI_7001,ROI_7002,ROI_7011,ROI_7012,ROI_7021,ROI_7022,ROI_7101,ROI_7102,ROI_8101,ROI_8102,ROI_8111,ROI_8112,ROI_8121,ROI_8122,ROI_8201,ROI_8202,ROI_8211,ROI_8212,ROI_8301,ROI_8302,ROI_9001,ROI_9002,ROI_9011,ROI_9012,ROI_9021,ROI_9022,ROI_9031,ROI_9032,ROI_9041,ROI_9042,ROI_9051,ROI_9052,ROI_9061,ROI_9062,ROI_9071,ROI_9072,ROI_9081,ROI_9082,ROI_9100,ROI_9110,ROI_9120,ROI_9130,ROI_9140,ROI_9150,ROI_9160,ROI_9170
ROI_2001,1.0,0.8641764405858311,0.8268249167261807,0.7545421553305843,-0.3833420679115698,0.19633334965276722,0.8478514371163643,0.7158721572235034,0.2548971497107719,0.32255145289693843,0.875194100294733,0.6425373581611938,0.8111785244597649,0.3366509094853458,0.7209064435375435,0.4796710046543724,0.8422347880690364,0.8253786389166898,0.8522892870981691,0.8129110199660622,0.1604055871495865,-0.509339689983042,0.5421739685188427,0.6871080361310112,-0.19352375727095236,0.4822107274109824,0.25433752169239543,0.26007848331293926,0.8611358593909533,0.7266843607579601,0.7404001242404404,0.7051514344714648,0.8162168231041937,0.8409334362719765,0.3505724871793505,0.524628419441323,0.7496545663053653,0.7613065506622896,0.489235156520934,0.4204355801841713,0.7144922370758464,0.41274858877449255,0.5624634642347458,0.6153243036837748,0.4496867746078379,0.5328824564718753,0.592124566800465,0.5704828447817648,0.30579366088670945,0.4395778757240836,0.3638802185723902,0.5468900731170283,0.330522729594098,0.38774468036251736,0.5216111267165372,0.5895201206928606,0.8745159087004293,0.8168605898636118,0.7209715894815429,0.8646853806297153,0.7746424015406713,0.7920588719154992,0.7900725568308847,0.8232543233417507,0.7602928156096018,0.7780955570133956,0.702138717062996,0.6938008855535642,0.6484841428264783,0.8876391677263634,0.7653095730502164,0.7756229416680663,0.8464209018709089,0.7425238040819825,0.7619366032766344,0.6584050934553607,0.7167212605632938,0.8312516644262119,0.5781745624056671,0.8369198729238113,0.7564288246758664,0.7364878765524695,0.594005337994365,0.25251178321992873,0.7100638713464226,0.6541865335558403,0.5623414780970017,0.1452525823884598,0.4981652243658103,0.4103139061082691,0.2418901379247854,0.2662980424964221,-0.09868829524544276,-0.059801310551955866,0.5192076031294347,0.6442439561101674,0.4916683250605515,0.5399770421353093,0.4215620772824485,0.41233558096996004,0.296398864390232,0.023886863704492747,-0.5582922159698831,-0.48376027046133346,0.13585666035271898,-0.03532123079006313,-0.44426866874920634,-0.30310351513717215,0.1513981377430115,0.6118373294166347,0.3607041177569063,0.24935550899082384,0.3247074497846965,0.33124724461031047,0.07696302076563394,0.32379802309154404
ROI_2002,0.8641764405858311,1.0,0.8826796413996175,0.813153204256561,-0.22450573222050443,0.4100124509315577,0.8313945664343477,0.8254606221735614,0.4181190820682488,0.4172516989111163,0.7547217888680864,0.7661837170023406,0.793877917551439,0.5194775718206601,0.7635409868593575,0.669174818418765,0.7677559851503123,0.9041956371921861,0.8903093106943186,0.8492740223118249,0.39919510774530637,-0.2851772488798964,0.6418746692207046,0.7771265053598462,-0.085850786561332,0.6205518641224451,0.3919573174111762,0.43572206777394096,0.8218574697428822,0.8093171737773183,0.7242194035868689,0.7275374963046105,0.881220715603698,0.9267808328549605,0.38075211080943494,0.5963486721713741,0.6399648112232877,0.8250495889306614,0.5054725922987664,0.5080779200629757,0.7005686154536344,0.5375429419251337,0.43578247984797597,0.487329679833296,0.4336019728803687,0.48268346798051054,0.4404394545079301,0.44203373685779107,0.304034387848484,0.4003587148180191,0.34292099451010544,0.5422546376108548,0.2814464387905181,0.39760439636219896,0.40793394719715487,0.6317773579708768,0.7325338015949692,0.9586030094288067,0.5729417365472712,0.7773125006045964,0.6487204348417361,0.8706466774976339,0.6811098585807897,0.9239016424946503,0.7078009705181935,0.8135707076488644,0.6298185308797298,0.6436025961175036,0.6809701954107621,0.8700494624613588,0.746085627879131,0.8344784981646427,0.8439448624317548,0.7938221715536719,0.8050849755873083,0.6854296433058924,0.7382034929581474,0.8447207700393943,0.4463399264143818,0.8495544445344168,0.6464246767163103,0.8965104824035397,0.6273931379803893,0.423120022555779,0.6405375681484353,0.8052578262097179,0.6065665319518319,0.31599146035142434,0.4364316987656278,0.5496087812113197,0.1618479453198707,0.25393597254861555,-0.20256915884613325,-0.1428382149929973,0.4476903239714622,0.6182335685874034,0.43557501032426044,0.5699835845785647,0.35977060718074094,0.41450863939563853,0.4667493613888952,-0.01435778210981349,-0.5745133324691695,-0.429051072355104,0.18269849290031892,0.09257570552797419,-0.4186038863100159,-0.37730101977353986,0.20749733436985074,0.500424626418202,0.28831937831718274,0.20444636224107202,0.26104247767375227,0.28947860329584096,0.14625893118801012,0.3259265900801056
ROI_2101,0.8268249167261807,0.8826796413996174,0.9999999999999999,0.8539987112878045,-0.18459226584850555,0.3287395696323945,0.9365797725720495,0.8585274135945336,0.5503160402897398,0.4675388728894059,0.7386781806095023,0.7824516029576569,0.8874293436507167,0.5568084731589109,0.8427361805627441,0.7124327411522229,0.7278441665893489,0.8849168641347525,0.8847477371493369,0.831252113028991,0.2846937728742759,-0.4201977571450445,0.7902906711403125,0.8479833042377518,0.03518178224449139,0.6694954200247082,0.4420206516211287,0.3928390732411983,0.8629223822701747,0.8811453166609136,0.869402898531858,0.8124625130218666,0.8500997697028492,0.9124328846278095,0.33491284735797083,0.5785756063506199,0.6718788215172106,0.8682805935216285,0.46683898600104,0.5111367505754602,0.6552661731968407,0.6094724456473734,0.41674322152334486,0.44998179884289136,0.4428794742186676,0.43089332745661507,0.3892033653280366,0.39118275604250435,0.3681248015557458,0.3877480886123148,0.4493515546028819,0.5371587205473068,0.31086223064444146,0.40727465691189796,0.3524891816523431,0.49614149829893084,0.5545856497727039,0.8274328060800756,0.569449126507656,0.721018055848394,0.6656626196325099,0.7866883697810606,0.5926472930669827,0.8502650374329792,0.7186250670813791,0.7531054854534568,0.5609624890486719,0.5623930771681577,0.5168856687648586,0.8160758604712337,0.8476302596744383,0.8854046358509144,0.8606432749844203,0.8686634204221915,0.8055451426687634,0.7137483261113513,0.6993376245964501,0.8517960121687324,0.534312326794382,0.8377142858302513,0.6493659230696524,0.8448319018510427,0.6029040073034334,0.49572151927753855,0.6519304869524785,0.7610136082260105,0.5573959735809277,0.3575391332261656,0.34465554124262443,0.4346482621118237,0.013520726419944536,0.08000268500392708,-0.3844024640913842,-0.3353361778427631,0.39658141570913397,0.5740336533795172,0.32081717907239055,0.4628682697371122,0.20176291318233497,0.24487921677873759,0.4099969963519782,-0.23428072856677976,-0.710989067957763,-0.39552330687829484,-0.07218164239501094,-0.12616942936797193,-0.30239586713784433,-0.27013335893518964,0.14564666681940977,0.5199278701356226,0.18915122336533632,0.02793779879764325,0.10702864579020499,0.12272837842797324,-0.10043771362113842,0.15594171374626206
ROI_2102,0.7545421553305843,0.813153204256561,0.8539987112878045,0.9999999999999999,-0.27664517740574546,0.1337588642116229,0.8625925889017435,0.9511049966905776,0.3169227434981038,0.35014205323551945,0.6264330615600234,0.7212962148718531,0.6461709242064182,0.4797303424623926,0.5711193074238039,0.5602910445137528,0.6147254372752409,0.6983030395328029,0.8019619203625064,0.8550742308416559,0.16827605514318159,-0.16969523283168203,0.7421987635454604,0.9178249710355318,0.040615865004276865,0.5940429730710763,0.5150210114062846,0.5718820584322982,0.7110048732584459,0.7678172688695521,0.8593533371011856,0.9013048673931925,0.8224436672494643,0.8672101256164976,0.6070705538837201,0.661390922418659,0.7037218699847649,0.64069683773967,0.4427695879062651,0.24401357354459693,0.6869512655198754,0.3483507963205811,0.21413286696061967,0.3100235188641844,0.0809726853261455,0.2127475629037055,0.32542309972772887,0.39885270275764306,-0.06020544963319516,0.07648746847404736,0.02573067233609105,0.3401848608948998,0.047961020711462146,0.2528793189389039,0.436640160506571,0.45876092494316956,0.6116619921283614,0.7433720347821808,0.3789069332458255,0.6466385850946732,0.56375800668697,0.7795270895675214,0.41057150608543774,0.7336089705840644,0.4989014025371201,0.7004227508891979,0.4788075729073337,0.5582033383805829,0.5596128940182346,0.7627299494714685,0.5676256386602097,0.7736073199879941,0.7633342887396803,0.8413549597748592,0.8084557243107879,0.7417410099874938,0.6252105909965375,0.6579333490599205,0.5049080184933228,0.6559924345777247,0.5376266096028851,0.7350810523215239,0.4733713453532023,0.18655676830155665,0.47709089991053116,0.5706424214097523,0.6062933399042021,-0.023794432025097297,0.583368425094133,0.33486575930864465,0.39237838623889143,0.3571880203527526,-0.059174714991701745,-0.014080207967971574,0.577568915642954,0.5311287628524289,0.5765691692466698,0.42743061193065174,0.512472053805715,0.4238954910808955,0.2907433830781813,0.002739546701104105,-0.7771131684400199,-0.700794980101831,0.07724592511685928,-0.153239193864782,-0.5859363959227181,-0.29503317580752114,0.06572956094444043,0.5419798060971222,0.18205810013393658,-0.028751450211668146,0.44841904002257976,0.4291373725048643,-0.020818111309909276,0.40982877177410076
ROI_2111,-0.3833420679115698,-0.22450573222050446,-0.18459226584850558,-0.27664517740574546,0.9999999999999999,0.44353939084631117,-0.3799032267650322,-0.2005634539457623,0.5811420478439184,0.310808469361935,-0.338897068203345,0.019990961006912097,-0.19343093076601853,0.31311568113766963,-0.04422128061110056,0.32726700778167184,-0.3696364835273844,-0.18774133127703566,-0.18400671964710089,-0.2681255196376333,0.2542068955759673,0.576575195552209,0.06208149019711035,-0.244001205240752,0.647280190194027,0.1863029121391288,0.2879219989204261,0.1945646514151687,-0.30159835777674443,-0.07957665912195214,-0.37962579320420786,-0.3589063256925031,-0.2822461735327733,-0.23421005425852592,-0.22896590011969678,-0.26906634971902416,-0.420128361691439,-0.1604255759103069,-0.23795601793054968,0.08771536234683157,-0.44460406193932644,0.14369070774369055,-0.2630684595534843,-0.320393827368142,0.005172902076467406,-0.22432776896303652,-0.354889325338818,-0.34682129795716593,0.16531904590640545,-0.1369996200790284,0.11225843052113244,-0.15319925975316978,-0.0378037783144952,-0.15027195421800207,-0.29041398094395693,-0.2666448369755808,-0.44183433631003816,-0.14762244883506967,-0.3424303735908124,-0.49025367559626953,-0.4493358170030072,-0.34005844920085504,-0.4769176058767301,-0.27716583388649485,-0.44507884167245626,-0.4152449399309019,-0.4011578076702599,-0.452777673834942,-0.09285180344598877,-0.38391870650555754,-0.2615773112540969,-0.25535134547883803,-0.2556604918106284,-0.12604595132506224,-0.10921816160608103,-0.003488361207515274,-0.23465925735844345,-0.3198978335305253,-0.2697629909670415,-0.34228088154324027,-0.4101038270130738,-0.10087695960217799,-0.2372846211584403,0.38716146107933735,-0.3556943335969694,-0.045444070399158557,-0.2820331323152003,0.4034487224604984,-0.5401446961260545,0.028681863117233537,-0.5634850505342439,-0.485724223414656,-0.42377379614749894,-0.39420212903451357,-0.4572450277333075,-0.3628934095006369,-0.488775333908446,-0.2563355399910611,-0.5895752392350332,-0.4196551522889813,0.04831522847987887,-0.43357797127249004,0.19244496205795403,0.5549058856293897,-0.3427782243262719,-0.021974443759755283,0.5297750521246014,0.20892672109061963,0.07298078948229257,-0.43971787590156347,-0.1287471894418407,-0.08286726112943105,-0.5786064630485025,-0.562719165978915,-0.24298800736587187,-0.4872300406029462
ROI_2112,0.19633334965276725,0.41001245093155775,0.32873956963239453,0.1337588642116229,0.4435393908463112,1.0,0.10595814312119668,0.2842601895325388,0.5706305665991489,0.6232668375493455,0.16498076499574718,0.46152504466312927,0.2957100387172179,0.6906230354407082,0.41116238127659505,0.6806412149048293,0.16085611050232607,0.3933095429661472,0.2619605848328505,0.12910234274512694,0.5705112954284132,0.2609792370645261,0.24826100479755686,0.2400494904107917,0.1548131735911226,0.6459408115185261,0.3827598357921231,0.4462039133722596,0.15542046867890935,0.3043747928044553,0.020996115967465204,0.11857997334342321,0.35490414531730213,0.3771365833968304,0.0066248631383526374,0.2565057849275773,-0.06985447988846162,0.3983167482187455,0.05061492686828619,0.46438056688070567,-0.06317779451856484,0.40514524395077206,0.22993716422902274,0.261001846560111,0.4995764229524676,0.31355091848597827,0.1430949943610986,0.10282386857543271,0.49846473913560385,0.3301561329703753,0.42713021344125096,0.26623349639261873,0.3889741195962434,0.22895234675370124,-0.07259682053672611,0.409844883242203,0.08068025533022204,0.4913021941735604,0.16548398256589286,0.10118684082655813,0.07101374436061667,0.353489329463209,0.20759396111174333,0.39190470227999413,0.20200466053285102,0.2735509872579772,0.21261118118954803,0.1836995560806132,0.412750927200193,0.25347003302076637,0.24017373909406267,0.3428102105992075,0.23841516305208285,0.2584673252724905,0.23763042167011042,0.27119095785837416,0.3892001944858876,0.3736479603099501,-0.11157997874120289,0.34088346471408093,0.0196756273738114,0.5058010957877771,0.05783390456410233,0.532894458940579,0.12265085874649874,0.5906061650066825,-0.03879186068297913,0.5907838359390897,-0.2883598590031061,0.5558043499849761,-0.37538795003988873,-0.07364078305232814,-0.3653495066623231,-0.26132023510066693,-0.14660623402808295,0.10225306718347438,-0.19284118335949335,0.2568864450957612,-0.23065417871289043,0.088378892278329,0.4923737090915353,-0.13294023307407113,0.07410101929696977,0.32675070784388377,0.10319518664526767,0.4153510010144313,0.25442851560489976,-0.15849261833577216,0.2764418922517809,0.024011648796098545,0.3535018489054508,0.4745150427617048,-0.2792783041111796,-0.23205981235704476,0.22203865113670146,-0.1604857561758326
ROI_2201,0.8478514371163643,0.8313945664343478,0.9365797725720495,0.8625925889017436,-0.37990322676503224,0.10595814312119668,1.0,0.8314305709163375,0.42372682378368554,0.391676204813589,0.8123291352666985,0.7550710066686286,0.8963508261980278,0.4356832049915886,0.7906078542360254,0.5799341916452364,0.7677629046451687,0.8548749860804148,0.8429176615577166,0.8823634199652732,0.16952378483142636,-0.5128646422387962,0.7110550432363308,0.8376119518373026,-0.029302803132691804,0.5714010474620752,0.3772185750186771,0.29353489524882853,0.883806887597252,0.8821103518388812,0.9525239555978622,0.8692907671632322,0.8007994690434029,0.8628307929886879,0.3164108918405322,0.5088804497747772,0.7432592653987785,0.7781773177076797,0.48556244400500537,0.39155036299236895,0.7235708425865303,0.4906618548611493,0.4415867618279601,0.45323316832418303,0.33964232362823776,0.41179364665935914,0.43029011626322644,0.4084591204409403,0.2430441310775506,0.34575700868499354,0.37445387371228456,0.5118072817473749,0.28315447123823206,0.38897953808896973,0.4133400306582674,0.446828137188184,0.6248641924909812,0.7383136369138209,0.6244004210769699,0.7843352105477878,0.7776808992573144,0.7253831561262103,0.6504890325876054,0.7870970876854863,0.7683585115941132,0.7212584151692331,0.5979403760884667,0.5948178353753403,0.41076723051753783,0.8156754505014937,0.827389075833064,0.893694545740573,0.8538396867270048,0.8738108429324687,0.7747998960605758,0.6801328922388716,0.6075984806090445,0.8053446328294447,0.6496259622386432,0.8269472222186075,0.7338745488465421,0.7451865958738971,0.6107895709978785,0.318176017955742,0.7151495501601404,0.6144521430479049,0.6028475141413675,0.16325078746263802,0.5010450522211167,0.27319014936079583,0.1824832107264318,0.1435820454122011,-0.22207352862561192,-0.21085355179938384,0.4829884033065623,0.5884824268971157,0.43118079481476856,0.4171896550553865,0.33426581146181117,0.26132335651717253,0.24898671275225123,-0.12993721554646917,-0.743171379486012,-0.5441138394770857,-0.0573519474646717,-0.23937528155218366,-0.4330015231219279,-0.24463442436485297,0.07344223485245965,0.5517600797210244,0.09056495368463204,-0.06423260317155198,0.24972458729545893,0.2543179841180379,-0.12974771075195354,0.247978768408189
ROI_2202,0.7158721572235034,0.8254606221735614,0.8585274135945336,0.9511049966905777,-0.20056345394576228,0.2842601895325388,0.8314305709163375,1.0,0.3761843259916028,0.4475356024659434,0.56521930346904,0.7603827157755587,0.6417624885812326,0.6456418493275551,0.580295844986745,0.6573092191905432,0.5505286015056867,0.6833938043264443,0.764066040708229,0.7855681170650665,0.16577700130304918,-0.13335898204547286,0.7214441036523355,0.9298623518810996,0.06021370914850009,0.6553325624588741,0.5643643704664216,0.6514758353108717,0.6462069634905527,0.7530535380446685,0.814348124298247,0.8878030410336379,0.8311178535054524,0.8669581241840365,0.5206970049560602,0.6154760404628874,0.5804500534839181,0.6421799014141863,0.3279967368965657,0.2512980851689273,0.5571380740063704,0.37471990520600423,0.13035208411503751,0.23319132858020086,0.08310572590072042,0.14359506816054918,0.2430208618686425,0.2862528999913215,-0.025871133188773363,0.018628154462310836,0.05303973566703835,0.24296307561384525,0.07842754064264425,0.16562348789047884,0.2677745965992117,0.4252249078424433,0.5438867639275485,0.7815220513342536,0.29627168031982876,0.5574337476611951,0.476235749133261,0.7778540864211267,0.3820570720655614,0.7361999834706439,0.4405697903802742,0.6457330342156856,0.39429805272384405,0.46831170252124915,0.5866628302647577,0.7297583986740379,0.5392248123481796,0.7721930115441544,0.7201680375829587,0.8318380906013089,0.7602885279599884,0.746333049628769,0.6230446427208984,0.655557562341232,0.38653077479949627,0.6393795863633892,0.4424768310257531,0.7922440036959677,0.36420247890608637,0.260970504940146,0.3790902633711771,0.6105519809130432,0.47848173059117627,0.07738839742951933,0.4171842657371746,0.37685733875712846,0.2655706483461101,0.3004609671531927,-0.13903467236734562,-0.07279525424785264,0.47285299923884205,0.4499980987515434,0.4369274890345203,0.4001017753881601,0.3825458404192015,0.3620147694051709,0.34447978130368945,-0.03726444005052356,-0.6970052664777457,-0.561572567952496,0.06850284623270812,-0.057580369678661966,-0.4485128395981557,-0.26533949250898237,0.07647680522310925,0.48508930374106657,0.17796883978354297,0.02112826762491839,0.3322371392943031,0.32265737072791706,0.00842592387652028,0.2953844437616715
ROI_2211,0.2548971497107718,0.4181190820682488,0.5503160402897398,0.31692274349810373,0.5811420478439184,0.5706305665991489,0.4237268237836855,0.3761843259916028,1.0,0.6939383322407532,0.3317614623581146,0.6326706667713032,0.5899722485167401,0.640357491812069,0.6717713316069507,0.8078127854440718,0.255533517659485,0.5379727148975689,0.42776380160622135,0.40760951548189117,0.4275783339283436,0.05576166058073335,0.5435278414685849,0.35680608445522005,0.5392618446327075,0.618698100306486,0.5467763563295709,0.28686988653430295,0.42324804586143794,0.638103739365656,0.3830904810564416,0.29537094631964794,0.3011915163586811,0.4130555156638144,-0.11730614221609297,0.062402052694911836,0.11788889393109267,0.47687045245837867,0.12556213654406756,0.4301042768442623,0.09403222172994448,0.5566958298029525,0.24708368310869683,0.13759482082774047,0.4273652607963989,0.21347475519437473,0.07933814031647948,0.007104818428062627,0.5322687564023885,0.2962189258707869,0.5961995485595066,0.37105765662171436,0.3696401289405437,0.2799065403925739,-0.009440581790029,0.08440036692187336,-0.0018641507708179325,0.40776861383505764,0.2754268751932644,0.17797876290144138,0.26070451100116526,0.19678776335830317,0.12477929137296531,0.3541272939786102,0.28703346521565626,0.1628633614511093,0.1407998067759612,0.03020222305733788,0.15153418685625472,0.26037092720620075,0.4745977448657752,0.49736022576474803,0.4187647284243493,0.5453012691547923,0.45128211753742403,0.4476459583823162,0.19919041896744644,0.3513389595707028,0.2741786454475972,0.35000739655921514,0.21041467714177117,0.47442557274732405,0.26790304903357337,0.6726678326817184,0.30433265490985656,0.4553565084487996,0.16155853212632296,0.608994963885938,-0.20281995447196038,0.20385718062038305,-0.5205578320089527,-0.48242311710823427,-0.6814695050403677,-0.6537422076619087,-0.16522326040958327,0.0665543308373246,-0.25097180430237503,0.01905340559331589,-0.41415448755192596,-0.3075460734995908,0.25128910840885654,-0.6074597492483548,-0.38052274021802224,0.20796849146523716,-0.46050699009718976,-0.2480676533160392,0.2798647820475236,0.07072846521437162,0.13561197413161002,-0.04921421617237057,-0.11525805676659948,-0.13505850390424445,-0.48172424842679246,-0.4590004058727001,-0.4044364942397502,-0.38713863188152864
ROI_2212,0.32255145289693843,0.41725169891111624,0.4675388728894059,0.3501420532355194,0.310808469361935,0.6232668375493455,0.391676204813589,0.44753560246594337,0.6939383322407533,0.9999999999999998,0.37340542777878866,0.5633085315769844,0.4578638251643525,0.7631849672456122,0.6132892210519545,0.8392639515932117,0.22381572543609418,0.4019491180915459,0.3975930946404165,0.4563467257404961,0.18764614591416462,0.026817783560567018,0.2708902644484471,0.43308218925343245,0.3289655247348233,0.6600425563891468,0.7724565167935775,0.5241389740032457,0.3505037574212057,0.5024980064687387,0.41064814150726026,0.469551388906824,0.33198776123591345,0.37823068047244046,0.07691421094922365,0.1195350272780584,0.06089488098783986,0.2557790399748116,-0.22681568151178352,0.012214109776829952,-0.07153055221081336,0.0779481863175535,0.34067485683182314,0.2436856885246698,0.311498088466453,0.14401462305089235,0.3518290019942713,0.0572325776512412,0.35488754848702075,0.13563548613721088,0.429187563054852,0.16419299353282021,0.6055816554922738,0.10373122513923407,-0.21721977093718367,0.04451175230845511,0.18409387565907268,0.41738296953084264,0.3398843921531856,0.22907183316054544,0.2882883087616999,0.23540890411980442,0.31623839365648554,0.3498730176224398,0.3217718280819191,0.13684156412813872,0.3124379449317626,0.04588676345202666,0.39239835378928534,0.2779328905370888,0.2923722636631566,0.5551362892500951,0.29427266874929403,0.4454728826427148,0.30430406434107843,0.3588777596705999,0.09873443107536437,0.24409521314380367,0.16337362831861435,0.32581386584501293,0.12729953150405493,0.4792472921076599,-0.10883782338131073,0.17554239093829227,0.16376817408027183,0.2616550444442749,-0.12888397791893616,0.17298188131037823,-0.1915988671627601,-0.0017024389148291318,-0.20008291934820988,-0.2658259823244477,-0.292686331485958,-0.23640345336014995,-0.22305609129598278,-0.12636192552719408,-0.22977287189602777,-0.1829462298012849,-0.17907546475558728,-0.23444987005293152,-0.025573346108651696,-0.31907856202885937,-0.2321080145398501,0.10530493898414864,-0.3098243551934717,-0.218889503517524,0.23802255764614566,0.32548237400527436,-0.011999585482953781,-0.1157865553984299,-0.03507516105387755,0.28110450288488925,-0.21010259285220143,-0.2708464384720259,-0.2867107748539156,-0.3513769229207163
